doctor,entity_type,patient_num,ranknet_score
fm_1,human,108,-1.8662166595458984
fm_1,human,109,0.663295567035675
fm_1,human,110,0.7374964952468872
fm_1,human,111,-1.4541852474212646
fm_1,human,114,-0.5163390040397644
fm_1,human,115,0.937630832195282
fm_1,human,119,0.044240184128284454
fm_1,human,121,0.48806852102279663
fm_1,human,126,-0.5556381344795227
fm_1,human,132,-0.8534500002861023
fm_1,human,133,1.651324987411499
fm_1,human,134,-1.2462103366851807
fm_1,human,136,-1.290399432182312
fm_1,human,137,0.6878908276557922
fm_1,human,138,1.3211244344711304
fm_1,human,140,-1.658400297164917
fm_1,human,141,-1.5038537979125977
fm_1,human,142,-0.07298915088176727
fm_1,human,145,0.46187323331832886
fm_1,human,146,0.1833251714706421
fm_1,human,149,1.4264192581176758
fm_1,human,156,-1.6989465951919556
fm_1,human,159,0.9879609942436218
fm_1,human,164,-1.759880542755127
fm_1,human,165,-0.2177293300628662
fm_1,human,166,-0.9131916165351868
fm_1,human,168,-0.5613438487052917
fm_1,human,169,-1.2379522323608398
fm_1,human,170,1.4621943235397339
fm_1,human,173,-1.3546254634857178
fm_1,human,174,0.781103789806366
fm_1,human,175,1.3107997179031372
fm_1,human,177,-0.05308746546506882
fm_1,human,179,1.5285347700119019
fm_1,human,182,-1.7834105491638184
fm_1,human,183,0.45613953471183777
fm_1,human,185,1.6039741039276123
fm_1,human,186,-1.0211673974990845
fm_1,human,193,-1.0072845220565796
fm_1,human,194,-1.0327941179275513
fm_1,human,197,0.8050168752670288
fm_1,human,199,1.6225216388702393
fm_1,human,200,-1.6769235134124756
fm_1,human,205,0.7892205119132996
fm_1,human,209,0.37902528047561646
fm_1,human,210,-0.7357774972915649
fm_1,human,211,0.42722323536872864
fm_1,human,212,0.044240184128284454
fm_1,human,213,0.16745203733444214
fm_1,human,214,-0.728937029838562
fm_1,human,216,1.3547465801239014
fm_1,human,219,-1.1062195301055908
fm_1,human,221,-1.2254432439804077
fm_1,human,222,-1.4541852474212646
fm_1,human,224,-0.8218994736671448
fm_1,human,228,1.3916794061660767
fm_1,human,229,-1.1433980464935303
fm_1,human,232,0.3593902885913849
fm_1,human,235,-0.36229556798934937
fm_1,human,236,0.552571713924408
fm_1,human,238,-1.8319590091705322
fm_1,human,239,0.9439568519592285
fm_1,human,240,-0.5792936682701111
fm_1,human,245,-1.658400297164917
fm_1,human,248,-1.7804877758026123
fm_1,human,249,0.1935412883758545
fm_1,human,250,-1.7602999210357666
fm_1,human,251,1.4094672203063965
fm_1,human,255,1.5851263999938965
fm_1,human,257,-0.34650397300720215
fm_1,human,260,-1.3366872072219849
fm_1,human,261,-1.1054128408432007
fm_1,human,262,-1.3935693502426147
fm_1,human,265,-1.2379522323608398
fm_1,human,266,-1.0803824663162231
fm_1,human,267,-1.2210817337036133
fm_1,human,273,0.1633375585079193
fm_1,human,275,-0.9657934308052063
fm_1,human,276,0.38388827443122864
fm_1,human,278,-1.5397212505340576
fm_1,human,279,-0.05443362891674042
fm_1,human,281,-0.8534500002861023
fm_1,human,282,-1.0426218509674072
fm_1,human,286,-1.3393985033035278
fm_1,human,287,0.6318953633308411
fm_1,human,290,0.6373087167739868
fm_1,human,291,-0.47435683012008667
fm_1,human,292,-0.9977870583534241
fm_1,human,293,-1.3440241813659668
fm_1,human,295,0.9428234696388245
fm_1,human,297,0.44927144050598145
fm_1,human,299,-0.4996222257614136
fm_1,human,300,0.30934232473373413
fm_1,human,301,-1.130975604057312
fm_1,human,303,-1.0350815057754517
fm_1,human,306,0.527167022228241
fm_1,human,307,-0.1782686710357666
fm_1,human,308,-0.7525691986083984
fm_1,human,310,-1.3551640510559082
fm_1,human,311,-0.8724093437194824
fm_1,human,312,0.061020053923130035
fm_1,human,313,0.43685394525527954
fm_1,human,315,0.19291847944259644
fm_1,human,317,0.3129280209541321
fm_1,human,319,-1.488067626953125
fm_1,human,320,-1.3546254634857178
fm_1,human,322,0.33769798278808594
fm_1,human,324,-0.8040421605110168
fm_1,human,327,-0.9864685535430908
fm_1,human,328,0.24815726280212402
fm_1,human,329,0.26896458864212036
fm_1,human,330,-0.8405161499977112
fm_1,human,332,-1.7556884288787842
fm_1,human,333,-0.8534500002861023
fm_1,human,334,-1.0205687284469604
fm_1,human,335,-0.816047728061676
fm_1,human,337,0.5874928832054138
fm_1,human,339,-0.8519099354743958
fm_1,human,343,0.46187323331832886
fm_1,human,345,-0.9042496085166931
fm_1,human,347,-1.0191000699996948
fm_1,human,351,-1.774388313293457
fm_1,human,352,-1.2706398963928223
fm_1,human,353,-1.217187762260437
fm_1,human,355,0.7188328504562378
fm_1,human,356,-1.7219746112823486
fm_1,human,358,0.8276541829109192
fm_1,human,360,-1.7620055675506592
fm_1,human,361,-1.2914907932281494
fm_1,human,362,-1.2197144031524658
fm_1,human,363,0.5283269882202148
fm_1,human,364,-1.0771567821502686
fm_1,human,366,0.7565635442733765
fm_1,human,368,0.6908801794052124
fm_1,human,369,-1.73196280002594
fm_1,human,371,1.560114860534668
fm_1,human,372,-1.1890380382537842
fm_1,human,376,-1.1558886766433716
fm_1,human,378,0.69115149974823
fm_1,human,381,-1.0076875686645508
fm_1,human,382,-1.0881881713867188
fm_1,human,383,0.992523729801178
fm_1,human,389,0.3934461772441864
fm_1,human,391,-0.5352163314819336
fm_1,human,394,-1.0046014785766602
fm_1,human,395,-0.4601284861564636
fm_1,human,397,-1.5172295570373535
fm_1,human,399,-1.4703888893127441
fm_1,human,405,1.3594359159469604
fm_1,human,406,0.3295658528804779
fm_1,human,409,-0.5986461043357849
fm_1,human,410,0.39215975999832153
fm_1,human,412,-0.603476881980896
fm_1,human,413,0.825470507144928
fm_1,human,417,-0.19797468185424805
fm_1,human,418,-1.4764535427093506
fm_1,human,421,-1.1380534172058105
fm_1,human,423,1.308056354522705
fm_1,human,424,0.9362421631813049
fm_1,human,425,-1.2623305320739746
fm_1,human,426,0.43686389923095703
fm_1,human,427,1.5425459146499634
fm_1,human,429,-0.201231449842453
fm_1,human,430,0.8559271097183228
fm_1,human,431,-0.9406450986862183
fm_1,human,433,-1.5919082164764404
fm_1,human,434,-1.2898085117340088
fm_1,human,437,-0.03457074612379074
fm_1,human,440,-1.8912112712860107
fm_1,human,441,0.6499380469322205
fm_1,human,443,1.4805182218551636
fm_1,human,445,0.7891694903373718
fm_1,human,446,-1.2898085117340088
fm_1,human,448,1.5529509782791138
fm_1,human,449,-1.2019922733306885
fm_1,human,450,-1.179750919342041
fm_1,human,451,0.721424400806427
fm_1,human,452,-0.8891794681549072
fm_1,human,454,-0.9732407927513123
fm_1,human,457,0.5441138744354248
fm_1,human,458,-1.7120084762573242
fm_1,human,463,0.9370009899139404
fm_1,human,465,-1.9207501411437988
fm_1,human,466,0.5672691464424133
fm_1,human,468,0.24815726280212402
fm_1,human,469,1.4516661167144775
fm_1,human,478,-1.2992491722106934
fm_1,human,479,-1.0901720523834229
fm_1,human,480,0.26893457770347595
fm_1,human,482,-1.00672447681427
fm_1,human,483,0.8362461924552917
fm_1,human,484,-1.5038537979125977
fm_1,human,486,0.8931277394294739
fm_1,human,487,0.6373087167739868
fm_1,human,491,0.5242910385131836
fm_1,human,494,-1.010589599609375
fm_1,human,495,-1.2374939918518066
fm_1,human,496,-0.9996739625930786
fm_1,human,498,-1.259554386138916
fm_1,human,500,0.8023579716682434
fm_1,human,501,-1.0939428806304932
fm_1,human,502,-0.8979622721672058
fm_1,human,507,0.7564176917076111
fm_1,human,508,-1.010589599609375
fm_1,human,514,-1.144707202911377
fm_1,human,515,0.9990102648735046
fm_1,human,517,-0.08797452598810196
fm_1,human,519,1.5596486330032349
fm_1,human,520,0.6335373520851135
fm_1,human,522,-1.1110976934432983
fm_1,human,523,-1.8543429374694824
fm_1,human,524,-1.2553162574768066
fm_1,human,526,-0.8869850039482117
fm_1,human,527,1.5043424367904663
fm_1,human,528,0.7083985209465027
fm_1,human,529,-1.576493740081787
fm_1,human,530,0.696219265460968
fm_1,human,531,-1.2635350227355957
fm_1,human,532,-0.8554584383964539
fm_1,human,533,0.42168107628822327
fm_1,human,534,-1.658400297164917
fm_1,human,535,1.5245531797409058
fm_1,human,536,-1.6029753684997559
fm_1,human,537,-1.010589599609375
fm_1,human,540,-1.2273664474487305
fm_1,human,542,0.7582268714904785
fm_1,human,543,1.5565111637115479
fm_1,human,544,-0.907109260559082
fm_1,human,545,-1.0534923076629639
fm_1,human,546,-0.467640221118927
fm_1,human,548,1.3828778266906738
fm_1,human,549,-1.3856654167175293
fm_1,human,550,-0.7572788596153259
fm_1,human,553,-1.2851718664169312
